"Point","North_cor","East_cor","BedSE","WaterSE","Depth_cor","Code","VertPrec"
"7212",1842744.849,6057775.673,11.489,7.794,3.045,"echo",0.05638
"7213",1842745.061,6057775.727,11.473,7.811,3.012,"echo",0.04201
"7214",1842745.649,6057775.127,11.599,7.838,3.111,"echo",0.03995
"7215",1842746.304,6057774.584,11.621,7.86,3.111,"echo",0.04325
"7216",1842746.805,6057774.065,11.756,7.897,3.209,"echo",0.04019
"7217",1842746.977,6057773.402,11.682,7.889,3.143,"echo",0.0382
"7218",1842747.502,6057773.06,11.641,7.88,3.111,"echo",0.03815
"7219",1842748.185,6057773.165,11.581,7.886,3.045,"echo",0.03826
"7220",1842747.644,6057773.506,11.481,7.819,3.012,"echo",0.03911
"7221",1842747.289,6057774.083,11.671,7.878,3.143,"echo",0.03836
"7222",1842746.945,6057774.876,11.651,7.89,3.111,"echo",0.03645
"7223",1842746.853,6057775.743,11.542,7.847,3.045,"echo",0.03766
"7224",1842746.694,6057776.568,11.505,7.81,3.045,"echo",0.03686
"7225",1842747.3,6057777.337,11.489,7.827,3.012,"echo",0.03799
"7226",1842748.436,6057778.262,11.642,7.98,3.012,"echo",0.03712
"7227",1842749.136,6057778.9,11.638,7.976,3.012,"echo",0.03674
"7228",1842749.89,6057778.711,11.583,7.986,2.947,"echo",0.03678
"7229",1842750.998,6057778.826,11.637,7.975,3.012,"echo",0.03686
"7230",1842752.568,6057779.404,11.596,7.934,3.012,"echo",0.0372
"7231",1842753.787,6057779.732,11.648,7.986,3.012,"echo",0.04038
"7232",1842754.688,6057780.506,11.752,8.057,3.045,"echo",0.04091
"7233",1842755.385,6057781.14,11.696,8.001,3.045,"echo",0.03781
"7234",1842756.537,6057781.374,11.649,7.987,3.012,"echo",0.03664
"7235",1842757.895,6057781.166,11.624,7.962,3.012,"echo",0.03481
"7236",1842759.148,6057781.007,11.704,7.943,3.111,"echo",0.03788
"7237",1842760.197,6057780.754,11.744,7.951,3.143,"echo",0.04043
"7238",1842760.667,6057780.153,11.717,7.924,3.143,"echo",0.04123
"7239",1842760.724,6057779.644,11.847,7.955,3.242,"echo",0.0391
"7240",1842760.576,6057779.14,11.864,8.005,3.209,"echo",0.03703
"7241",1842760.554,6057778.868,11.858,7.999,3.209,"echo",0.03641
"7242",1842761.049,6057778.569,11.661,7.868,3.143,"echo",0.03598
"7243",1842761.54,6057778.344,11.578,7.785,3.143,"echo",0.03767
"7244",1842762.2,6057778.455,11.585,7.792,3.143,"echo",0.03582
"7245",1842761.845,6057778.908,11.621,7.828,3.143,"echo",0.03573
"7246",1842761.921,6057779.694,11.806,7.947,3.209,"echo",0.03627
"7247",1842762.213,6057780.508,11.701,7.842,3.209,"echo",0.03716
"7248",1842762.812,6057781.495,11.74,7.881,3.209,"echo",0.04163
"7249",1842763.691,6057782.15,11.832,7.973,3.209,"echo",0.03665
"7250",1842764.955,6057782.346,11.77,7.977,3.143,"echo",0.03664
"7251",1842765.772,6057782.617,11.778,7.985,3.143,"echo",0.04033
"7252",1842767.355,6057782.851,11.707,7.815,3.242,"echo",0.03559
"7253",1842768.466,6057783.174,11.815,7.956,3.209,"echo",0.03603
"7254",1842769.397,6057782.549,11.853,7.994,3.209,"echo",0.03693
"7255",1842770.251,6057781.731,11.725,7.866,3.209,"echo",0.03588
"7256",1842771.438,6057781.253,11.82,7.928,3.242,"echo",0.03664
"7257",1842772.502,6057780.849,11.765,8.004,3.111,"echo",0.03747
"7258",1842773.561,6057780.826,11.68,7.919,3.111,"echo",0.03715
"7259",1842774.497,6057780.909,11.685,7.924,3.111,"echo",0.03847
"7260",1842775.977,6057781.23,11.747,7.986,3.111,"echo",0.03852
"7261",1842777.304,6057781.297,11.723,7.93,3.143,"echo",0.03726
"7262",1842778.433,6057780.534,11.435,7.74,3.045,"echo",0.03655
"7263",1842779.516,6057780.16,11.552,7.759,3.143,"echo",0.03749
"7264",1842780.585,6057780.002,11.657,7.864,3.143,"echo",0.03755
"7265",1842781.532,6057779.586,11.496,7.801,3.045,"echo",0.03461
"7266",1842782.805,6057779.798,11.841,7.884,3.307,"echo",0.03484
"7267",1842783.95,6057779.911,11.597,7.935,3.012,"echo",0.03702
"7268",1842784.962,6057780.491,11.566,7.969,2.947,"echo",0.03482
"7269",1842785.79,6057781.607,11.645,7.95,3.045,"echo",0.03463
"7270",1842786.413,6057782.785,11.518,7.823,3.045,"echo",0.03636
"7271",1842786.877,6057783.717,11.58,7.885,3.045,"echo",0.03524
"7272",1842787.692,6057784.418,11.649,7.856,3.143,"echo",0.0354
"7273",1842788.749,6057784.933,11.717,7.825,3.242,"echo",0.03622
"7274",1842789.446,6057786.477,11.834,7.844,3.34,"echo",0.03412
"7275",1842790.165,6057787.796,11.736,7.844,3.242,"echo",0.03412
"7276",1842791.33,6057788.857,11.805,7.848,3.307,"echo",0.03356
"7277",1842791.223,6057789.91,11.831,7.874,3.307,"echo",0.03363
"7278",1842791.804,6057790.144,11.879,7.889,3.34,"echo",0.03335
"7279",1842792.179,6057789.564,11.869,7.879,3.34,"echo",0.03331
"7280",1842792.162,6057788.725,11.858,7.868,3.34,"echo",0.0334
"7281",1842792.844,6057788.868,11.905,7.849,3.406,"echo",0.03332
"7282",1842792.95,6057789.409,11.854,7.798,3.406,"echo",0.03332
"7283",1842792.797,6057789.504,11.773,7.816,3.307,"echo",0.0333
"7284",1842793.222,6057790.292,11.655,7.796,3.209,"echo",0.03319
"7285",1842793.789,6057791.059,11.791,7.899,3.242,"echo",0.03338
"7286",1842795.589,6057790.864,11.635,7.776,3.209,"echo",0.03308
"7287",1842797.128,6057790.764,11.765,7.873,3.242,"echo",0.03305
"7288",1842798.591,6057790.291,11.704,7.911,3.143,"echo",0.03314
"7289",1842799.22,6057789.673,11.638,7.845,3.143,"echo",0.03303
"7290",1842799.268,6057789.242,11.567,7.806,3.111,"echo",0.03302
"7291",1842800.309,6057788.986,11.667,7.808,3.209,"echo",0.03301
"7292",1842801.918,6057788.768,11.83,7.873,3.307,"echo",0.03342
"7293",1842803.237,6057788.546,11.811,7.854,3.307,"echo",0.03403
"7294",1842804.333,6057788.362,11.501,7.806,3.045,"echo",0.03407
"7295",1842805.549,6057788.674,11.551,7.856,3.045,"echo",0.03442
"7296",1842806.384,6057789.458,11.6,7.839,3.111,"echo",0.03446
"7297",1842806.904,6057790.092,11.673,7.88,3.143,"echo",0.034
"7298",1842807.134,6057790.853,11.803,7.911,3.242,"echo",0.03407
"7299",1842807.184,6057791.342,11.748,7.889,3.209,"echo",0.03332
"7300",1842807.682,6057791.684,11.625,7.832,3.143,"echo",0.0353
"7301",1842808.485,6057792.623,11.765,7.906,3.209,"echo",0.03508
"7302",1842809.409,6057793.625,11.81,7.951,3.209,"echo",0.0351
"7303",1842810.171,6057795.197,11.827,7.968,3.209,"echo",0.03371
"7304",1842811.279,6057796.308,11.815,7.923,3.242,"echo",0.03398
"7305",1842812.603,6057797.311,11.864,7.907,3.307,"echo",0.03403
"7306",1842813.936,6057798.163,11.85,7.893,3.307,"echo",0.03558
"7307",1842815.347,6057798.833,11.766,7.907,3.209,"echo",0.03491
"7308",1842816.584,6057799.329,11.814,7.955,3.209,"echo",0.03438
"7309",1842817.747,6057799.68,11.857,7.9,3.307,"echo",0.0348
"7310",1842818.831,6057800.084,11.911,7.921,3.34,"echo",0.03406
"7311",1842820.291,6057801.194,11.766,7.874,3.242,"echo",0.03519
"7312",1842821.721,6057802.05,11.813,7.921,3.242,"echo",0.03436
"7313",1842823.553,6057802.02,11.595,7.802,3.143,"echo",0.03488
"7314",1842824.96,6057802.222,11.706,7.814,3.242,"echo",0.03579
"7315",1842826.202,6057802.38,11.676,7.817,3.209,"echo",0.0354
"7316",1842827.307,6057802.102,11.624,7.831,3.143,"echo",0.03629
"7317",1842828.264,6057801.531,11.815,7.825,3.34,"echo",0.03567
"7318",1842829.096,6057801.212,11.863,7.807,3.406,"echo",0.0358
"7319",1842830.073,6057801.011,11.847,7.791,3.406,"echo",0.03547
"7320",1842831.41,6057800.745,11.993,7.839,3.504,"echo",0.03552
"7321",1842832.142,6057799.869,11.939,7.785,3.504,"echo",0.03584
"7322",1842832.974,6057799.178,12.016,7.862,3.504,"echo",0.03596
"7323",1842834.152,6057798.393,12.025,7.871,3.504,"echo",0.03608
"7324",1842834.919,6057797.679,12.174,7.921,3.603,"echo",0.04016
"7325",1842835.732,6057797.034,12.119,7.833,3.636,"echo",0.03943
"7326",1842836.125,6057796.971,12.019,7.865,3.504,"echo",0.03642
"7327",1842836.669,6057797.491,12.143,7.89,3.603,"echo",0.03652
"7328",1842837.389,6057798.256,12.069,7.915,3.504,"echo",0.03662
"7329",1842837.495,6057799.222,12.055,7.901,3.504,"echo",0.03671
"7330",1842837.671,6057800.303,12.007,7.951,3.406,"echo",0.03679
"7331",1842837.846,6057801.329,11.747,7.79,3.307,"echo",0.03725
"7332",1842838.935,6057801.121,11.688,7.829,3.209,"echo",0.03697
"7333",1842840.62,6057800.652,11.847,7.857,3.34,"echo",0.03705
"7334",1842841.106,6057799.644,12.022,7.868,3.504,"echo",0.03718
"7335",1842841.286,6057798.392,11.98,7.924,3.406,"echo",0.036
"7336",1842842.064,6057797.001,12.16,8.006,3.504,"echo",0.0365
"7337",1842842.654,6057795.645,12.055,7.868,3.537,"echo",0.03718
"7338",1842843.161,6057794.617,12.365,7.981,3.734,"echo",0.03705
"7339",1842842.919,6057793.866,12.078,7.989,3.439,"echo",0.03948
"7340",1842843.072,6057792.566,11.78,7.888,3.242,"echo",0.04252
"7341",1842843.181,6057791.45,11.958,8.001,3.307,"echo",0.04362
"7342",1842842.905,6057791.011,11.97,8.013,3.307,"echo",0.0458
"7343",1842842.913,6057790.901,11.551,7.987,2.914,"echo",0.04657
"7344",1842843.096,6057791.033,12.007,7.918,3.439,"echo",0.04985
"7345",1842843.224,6057791.649,11.925,8.033,3.242,"echo",0.04919
"7346",1842843.515,6057792.399,11.969,8.077,3.242,"echo",0.05374
"7347",1842843.629,6057793.453,11.972,7.883,3.439,"echo",0.05143
"7348",1842843.329,6057794.311,12.082,7.829,3.603,"echo",0.05461
"7349",1842842.845,6057795.011,12.229,7.845,3.734,"echo",0.06039
"7350",1842842.501,6057795.731,12.147,7.763,3.734,"echo",0.06003
"7351",1842842.471,6057795.743,12.183,7.832,3.701,"echo",0.04031
"7352",1842843.152,6057795.094,12.406,8.022,3.734,"echo",0.04524
"7353",1842843.515,6057794.529,12.278,8.025,3.603,"echo",0.03962
"7354",1842844.082,6057794.123,12.369,8.018,3.701,"echo",0.03993
"7355",1842844.613,6057794.294,11.711,7.918,3.143,"echo",0.04131
"7356",1842845.033,6057794.184,12.446,7.996,3.8,"echo",0.04271
"7357",1842845.025,6057793.904,12.433,7.983,3.8,"echo",0.0425
"7358",1842845.86,6057793.689,12.283,7.899,3.734,"echo",0.04116
"7359",1842846.294,6057793.226,12.277,7.893,3.734,"echo",0.04345
"7360",1842846.195,6057792.512,12.488,8.038,3.8,"echo",0.04461
"7361",1842845.99,6057792.154,12.261,7.91,3.701,"echo",0.04725
"7362",1842845.719,6057791.874,11.111,7.908,2.553,"echo",0.04386
"7363",1842845.625,6057792.452,11.191,7.922,2.619,"echo",0.06465
"7364",1842845.071,6057793.78,12.231,7.847,3.734,"echo",0.07123
"7365",1842844.633,6057795.238,12.198,7.945,3.603,"echo",0.0793
"7366",1842844.044,6057796.324,12.173,7.986,3.537,"echo",0.08242
"7367",1842843.74,6057797.2,11.997,7.941,3.406,"echo",0.0402
"7368",1842843.236,6057797.98,11.929,7.939,3.34,"echo",0.04036
"7369",1842843.42,6057798.886,11.957,7.967,3.34,"echo",0.04389
"7370",1842844.368,6057800.023,11.794,7.902,3.242,"echo",0.04014
"7371",1842845.29,6057800.577,11.734,7.875,3.209,"echo",0.03805
"7372",1842846.542,6057800.044,11.558,7.765,3.143,"echo",0.03889
"7373",1842847.603,6057799.751,11.652,7.859,3.143,"echo",0.03813
"7374",1842848.588,6057798.897,11.708,7.849,3.209,"echo",0.03816
"7375",1842849.289,6057798.052,11.692,7.899,3.143,"echo",0.03884
"7376",1842850.707,6057797.244,11.692,7.931,3.111,"echo",0.03787
"7377",1842851.8,6057796.458,11.901,8.009,3.242,"echo",0.04099
"7378",1842852.677,6057795.712,12.012,7.956,3.406,"echo",0.04412
"7379",1842853.508,6057795.201,11.778,8.083,3.045,"echo",0.04331
"7380",1842854.472,6057795.123,11.975,8.182,3.143,"echo",0.04366
"7381",1842854.881,6057795.178,12.291,8.038,3.603,"echo",0.04416
"7382",1842854.45,6057795.58,12.28,8.093,3.537,"echo",0.04462
"7383",1842854.442,6057796.402,12.174,8.184,3.34,"echo",0.04516
"7384",1842854.111,6057797.253,12.029,8.137,3.242,"echo",0.04744
"7385",1842853.931,6057798.225,11.804,8.011,3.143,"echo",0.04675
"7386",1842853.838,6057799.416,11.625,8.028,2.947,"echo",0.04637
"7387",1842854.199,6057800.411,11.504,8.006,2.848,"echo",0.04767
"7388",1842855.595,6057801.056,11.235,7.934,2.651,"echo",0.03944
"7389",1842856.77,6057801.903,11.383,7.983,2.75,"echo",0.03914
"7390",1842857.897,6057801.634,11.316,7.916,2.75,"echo",0.0396
"7391",1842859.257,6057801.211,11.296,7.929,2.717,"echo",0.0377
"7392",1842861.208,6057801.227,11.351,7.886,2.815,"echo",0.03799
"7393",1842862.999,6057800.63,11.241,7.874,2.717,"echo",0.04131
"7394",1842864.509,6057799.935,11.389,7.924,2.815,"echo",0.041
"7395",1842865.939,6057799.155,11.267,7.867,2.75,"echo",0.03851
"7396",1842866.679,6057798.256,11.27,7.805,2.815,"echo",0.03888
"7397",1842866.872,6057797.649,11.531,7.967,2.914,"echo",0.0384
"7398",1842866.903,6057797.065,11.727,7.966,3.111,"echo",0.03987
"7399",1842866.976,6057796.495,11.851,7.992,3.209,"echo",0.0393
"7400",1842867.732,6057795.641,10.9,7.927,2.323,"echo",0.04192
"7401",1842868.152,6057794.946,11.809,7.753,3.406,"echo",0.04499
"7402",1842868.271,6057794.428,11.833,7.777,3.406,"echo",0.05126
"7403",1842867.814,6057794.16,12.073,8.017,3.406,"echo",0.05014
"7404",1842867.756,6057793.78,12.291,8.301,3.34,"echo",0.05153
"7405",1842867.857,6057793.149,11.742,7.785,3.307,"echo",0.0521
"7406",1842868.481,6057792.781,11.694,7.704,3.34,"echo",0.05581
"7407",1842868.307,6057793.09,12.114,8.025,3.439,"echo",0.04837
"7408",1842868.252,6057793.807,12.072,8.016,3.406,"echo",0.0481
"7409",1842868.387,6057795.026,12.224,8.234,3.34,"echo",0.08085
"7410",1842868.14,6057796.546,12.487,8.497,3.34,"echo",0.06873
"7411",1842868.177,6057797.637,11.792,8.031,3.111,"echo",0.06365
"7412",1842868.421,6057798.849,11.229,7.928,2.651,"echo",0.05198
"7413",1842869.531,6057798.887,11.257,7.759,2.848,"echo",0.04275
"7414",1842871.042,6057798.721,11.41,7.912,2.848,"echo",0.04394
"7415",1842871.861,6057798.824,11.297,7.897,2.75,"echo",0.04126
"7416",1842872.277,6057798.388,11.524,7.96,2.914,"echo",0.03907
"7417",1842873.199,6057797.895,11.647,7.952,3.045,"echo",0.0391
"7418",1842874.329,6057797.524,11.74,7.979,3.111,"echo",0.03898
"7419",1842875.505,6057797.67,11.611,7.949,3.012,"echo",0.0416
"7420",1842876.204,6057798.076,11.378,7.978,2.75,"echo",0.03968
"7421",1842877.309,6057798.744,11.222,7.855,2.717,"echo",0.03885
"7422",1842878.266,6057799.44,11.222,7.822,2.75,"echo",0.04002
"7423",1842879.72,6057799.012,11.291,7.891,2.75,"echo",0.04002
"7424",1842881.167,6057798.898,11.234,7.834,2.75,"echo",0.03905
"7425",1842883.068,6057799.62,11.366,7.901,2.815,"echo",0.03972
"7426",1842884.859,6057799.764,11.253,7.788,2.815,"echo",0.04282
"7427",1842886.689,6057799.613,11.355,7.89,2.815,"echo",0.03917
"7428",1842888.283,6057799.64,11.432,7.934,2.848,"echo",0.03937
"7429",1842889.578,6057799.598,11.451,7.953,2.848,"echo",0.0394
"7430",1842890.854,6057799.461,11.417,7.919,2.848,"echo",0.03927
"7431",1842891.936,6057799.404,11.344,7.846,2.848,"echo",0.03945
"7432",1842892.983,6057799.403,11.407,7.909,2.848,"echo",0.0391
"7433",1842894.037,6057799.041,11.416,7.951,2.815,"echo",0.03886
"7434",1842894.952,6057798.525,11.417,7.952,2.815,"echo",0.03888
"7435",1842896.248,6057798.217,11.345,7.945,2.75,"echo",0.03938
"7436",1842897.658,6057798.079,11.433,8.033,2.75,"echo",0.04239
"7437",1842898.664,6057797.721,11.427,7.962,2.815,"echo",0.04526
"7438",1842899.033,6057797.28,11.48,7.982,2.848,"echo",0.03946
"7439",1842899.296,6057796.667,11.572,8.008,2.914,"echo",0.04338
"7440",1842899.802,6057796.071,11.618,7.956,3.012,"echo",0.04248
"7441",1842900.615,6057795.485,11.671,7.976,3.045,"echo",0.05443
"7442",1842901.194,6057794.942,11.696,8.001,3.045,"echo",0.0546
"7443",1842901.37,6057794.715,11.849,8.187,3.012,"echo",0.05548
"7444",1842901.149,6057794.695,11.815,8.12,3.045,"echo",0.05471
"7445",1842900.773,6057794.901,11.685,8.023,3.012,"echo",0.05473
"7446",1842900.166,6057795.488,11.492,8.027,2.815,"echo",0.0548
"7447",1842900.585,6057796.225,11.513,8.048,2.815,"echo",0.05489
"7448",1842900.766,6057797.003,11.071,7.999,2.422,"echo",0.05496
"7449",1842901.485,6057797.901,11.408,8.041,2.717,"echo",0.05515
"7450",1842901.752,6057798.669,11.193,7.892,2.651,"echo",0.05515
"7451",1842902.503,6057799.252,11.127,7.924,2.553,"echo",0.05524
"7452",1842903.793,6057799.678,11.137,7.934,2.553,"echo",0.05562
"7453",1842904.895,6057800.116,11.163,7.894,2.619,"echo",0.05567
"7454",1842906.158,6057800.763,11.258,7.891,2.717,"echo",0.04417
"7455",1842907.503,6057801.493,11.219,7.819,2.75,"echo",0.05726
"7456",1842908.723,6057801.645,11.379,7.979,2.75,"echo",0.03987
"7457",1842910.063,6057801.306,11.462,7.997,2.815,"echo",0.04022
"7458",1842911.294,6057801.019,11.303,7.838,2.815,"echo",0.03948
"7459",1842912.829,6057801.302,11.266,7.801,2.815,"echo",0.04158
"7460",1842914.282,6057801.182,11.32,7.953,2.717,"echo",0.03955
"7461",1842915.591,6057800.939,11.311,7.911,2.75,"echo",0.04202
"7462",1842916.281,6057800.29,11.406,8.006,2.75,"echo",0.04763
"7463",1842916.774,6057799.986,11.537,8.17,2.717,"echo",0.0462
"7464",1842917.1,6057798.925,11.212,8.009,2.553,"echo",0.07687
"7468",1842919.665,6057795.478,10.664,7.56,2.454,"echo",0.08866
"7473",1842923.386,6057803.949,11.172,7.707,2.815,"echo",0.08431
"7474",1842924.839,6057803.753,11.299,7.834,2.815,"echo",0.07591
"7475",1842925.802,6057803.412,11.489,7.925,2.914,"echo",0.0769
"7476",1842925.911,6057802.005,11.251,7.851,2.75,"echo",0.08123
"7477",1842926.377,6057801.006,11.321,7.659,3.012,"echo",0.07029
"7478",1842927.705,6057799.873,11.023,7.754,2.619,"echo",0.07025
"7479",1842928.604,6057798.705,11.114,7.845,2.619,"echo",0.06672
"7480",1842929.061,6057797.253,11.095,7.892,2.553,"echo",0.06111
"7481",1842929.659,6057795.961,11.076,7.807,2.619,"echo",0.06003
"7482",1842930.36,6057794.705,11.129,7.828,2.651,"echo",0.06144
"7483",1842930.767,6057793.439,11.247,7.946,2.651,"echo",0.06203
"7484",1842930.779,6057792.13,11.112,7.745,2.717,"echo",0.06286
"7485",1842930.648,6057791.289,11.272,7.905,2.717,"echo",0.06548
"7486",1842930.336,6057790.798,11.184,7.719,2.815,"echo",0.06644
"7487",1842930.341,6057790.606,11.348,7.85,2.848,"echo",0.0679
"7488",1842929.816,6057790.721,11.432,7.868,2.914,"echo",0.07211
"7489",1842929.382,6057790.926,11.194,7.794,2.75,"echo",0.07183
"7490",1842929.375,6057791.053,11.173,7.773,2.75,"echo",0.07483
"7491",1842929.252,6057791.522,11.285,7.82,2.815,"echo",0.07678
"7492",1842929.149,6057791.505,11.255,7.757,2.848,"echo",0.08379
"7493",1842928.061,6057791.423,11.241,7.743,2.848,"echo",0.0793
"7494",1842927.134,6057791.202,11.284,7.72,2.914,"echo",0.0876
"7507",1842953.524,6057792.956,11.228,7.861,2.717,"echo",0.08994
"7515",1842960.637,6057796.593,11.106,7.805,2.651,"echo",0.0895
"7516",1842961.728,6057796.672,11.198,7.929,2.619,"echo",0.0892
"7517",1842962.697,6057796.625,11.211,7.942,2.619,"echo",0.08736
"7518",1842963.4,6057796.502,11.263,7.994,2.619,"echo",0.08883
"7519",1842963.725,6057796.003,11.134,7.931,2.553,"echo",0.08756
"7520",1842963.888,6057795.514,11.198,7.995,2.553,"echo",0.08827
"7521",1842964.541,6057795.177,11.207,7.938,2.619,"echo",0.08765
"7523",1842966.114,6057794.594,11.54,7.976,2.914,"echo",0.08748
"7524",1842966.755,6057794.118,11.645,7.95,3.045,"echo",0.08671
"7525",1842967.327,6057793.552,11.613,8.016,2.947,"echo",0.08456
"7526",1842967.909,6057792.813,11.591,8.027,2.914,"echo",0.08446
"7537",1842975.332,6057794.998,11.57,8.072,2.848,"echo",0.08027
"7538",1842976.426,6057794.835,11.486,7.922,2.914,"echo",0.0802
"7539",1842977.552,6057795.13,11.364,7.899,2.815,"echo",0.08095
"7540",1842978.7,6057795.842,11.432,7.967,2.815,"echo",0.08095
"7541",1842979.747,6057796.209,11.5,8.035,2.815,"echo",0.08129
"7542",1842981.062,6057795.885,11.466,8.001,2.815,"echo",0.08183
"7543",1842982.152,6057795.721,11.377,7.879,2.848,"echo",0.08208
"7544",1842983.273,6057795.582,11.394,7.83,2.914,"echo",0.08203
"7550",1842985.015,6057794.341,11.379,7.815,2.914,"echo",0.08348
"7551",1842985.884,6057793.924,11.369,7.904,2.815,"echo",0.08969
"7559",1842994.085,6057793.29,11.467,8.067,2.75,"echo",0.08554
"7589",1843019.906,6057808.453,11.393,7.895,2.848,"echo",0.08795
"7590",1843020.653,6057807.987,11.313,7.815,2.848,"echo",0.08652
"7592",1843021.809,6057807.204,11.322,7.824,2.848,"echo",0.08702
"7593",1843022.861,6057806.696,11.428,7.963,2.815,"echo",0.08753
"7594",1843023.638,6057806.247,11.429,7.964,2.815,"echo",0.08667
"7595",1843024.398,6057805.857,11.338,7.84,2.848,"echo",0.08664
"7596",1843025.096,6057805.823,11.4,7.836,2.914,"echo",0.08261
"7597",1843025.48,6057806.18,11.471,7.973,2.848,"echo",0.0825
"7598",1843025.849,6057806.574,11.383,7.885,2.848,"echo",0.0824
"7599",1843026.487,6057807.328,11.472,7.908,2.914,"echo",0.08337
"7600",1843026.878,6057807.877,11.67,8.073,2.947,"echo",0.08235
"7601",1843027.812,6057807.663,11.625,8.028,2.947,"echo",0.08382
"7608",1843037.429,6057810.436,11.247,7.88,2.717,"echo",0.08283
"7609",1843038.736,6057810.926,11.11,7.809,2.651,"echo",0.08296
"7610",1843039.538,6057811.053,11.131,7.83,2.651,"echo",0.08275
"7611",1843039.993,6057810.833,11.224,7.923,2.651,"echo",0.08269
"7612",1843040.557,6057810.314,10.968,7.962,2.356,"echo",0.08236
"7613",1843040.897,6057809.647,10.743,7.835,2.258,"echo",0.08233
"7614",1843041.684,6057809.434,10.721,7.846,2.225,"echo",0.08419
"7615",1843042.468,6057809.321,10.827,7.919,2.258,"echo",0.08326
"7616",1843043.311,6057809.144,10.745,7.87,2.225,"echo",0.0822
"7617",1843043.985,6057808.839,10.708,7.8,2.258,"echo",0.0832
"7618",1843044.093,6057808.125,10.749,7.94,2.159,"echo",0.08476
"7619",1843044.266,6057807.5,10.837,7.962,2.225,"echo",0.08235
"7620",1843044.476,6057806.98,10.724,8.013,2.061,"echo",0.0841
"7621",1843045.277,6057806.162,10.812,7.937,2.225,"echo",0.08619
"7622",1843045.918,6057805.496,10.932,8.024,2.258,"echo",0.08359
"7623",1843046.587,6057804.979,10.925,8.017,2.258,"echo",0.08529
"7625",1843047.897,6057804.029,11.373,8.104,2.619,"echo",0.08566
"7626",1843048.811,6057803.446,11.459,8.256,2.553,"echo",0.08606
"7628",1843050.472,6057802.643,11.205,8.101,2.454,"echo",0.0863
"7649",1843050.468,6057807.78,10.878,8.069,2.159,"echo",0.08962
"7656",1843049.436,6057810.318,10.507,7.632,2.225,"echo",0.07919
"7657",1843049.021,6057811.297,10.589,7.714,2.225,"echo",0.08257
"7658",1843049.213,6057812.771,10.7,7.694,2.356,"echo",0.08332
"7659",1843049.614,6057813.422,10.619,7.613,2.356,"echo",0.08374
"7660",1843050.48,6057813.645,10.624,7.618,2.356,"echo",0.0848
"7661",1843051.511,6057814.282,10.693,7.523,2.52,"echo",0.08756
"7665",1843056.693,6057817.256,10.647,7.543,2.454,"echo",0.07976
"7666",1843058.153,6057818.406,10.803,7.699,2.454,"echo",0.08153
"7667",1843059.587,6057819.197,10.861,7.592,2.619,"echo",0.08071
"7668",1843060.864,6057819.961,10.896,7.627,2.619,"echo",0.08001
"7669",1843062.39,6057820.308,10.875,7.672,2.553,"echo",0.07968
"7670",1843063.966,6057821.359,10.89,7.687,2.553,"echo",0.07973
"7671",1843065.36,6057822.572,11.007,7.804,2.553,"echo",0.07983
"7672",1843067.017,6057823.423,10.949,7.779,2.52,"echo",0.08169
"7673",1843068.61,6057823.883,10.974,7.902,2.422,"echo",0.08311
"7674",1843069.69,6057824.335,10.881,7.809,2.422,"echo",0.08125
"7675",1843070.314,6057824.614,10.977,7.873,2.454,"echo",0.08029
"7676",1843070.742,6057823.876,10.838,7.766,2.422,"echo",0.08109
"7677",1843070.398,6057823.312,10.861,7.789,2.422,"echo",0.08271
"7678",1843070.535,6057823.193,10.836,7.732,2.454,"echo",0.08181
"7679",1843070.476,6057823.387,10.769,7.697,2.422,"echo",0.08276
"7680",1843070.142,6057823.191,10.828,7.724,2.454,"echo",0.08011
"7681",1843069.772,6057822.989,10.759,7.753,2.356,"echo",0.0788
"7682",1843069.611,6057822.725,10.708,7.702,2.356,"echo",0.07893
"7683",1843069.859,6057823.24,10.834,7.762,2.422,"echo",0.07879
"7684",1843070.163,6057824.139,10.896,7.824,2.422,"echo",0.08206
"7685",1843070.454,6057825.09,11.023,7.951,2.422,"echo",0.08134
"7686",1843070.983,6057825.636,10.853,7.781,2.422,"echo",0.08563
"7687",1843071.898,6057825.488,10.73,7.658,2.422,"echo",0.08713
"7688",1843072.613,6057825.536,10.986,7.914,2.422,"echo",0.08491
"7689",1843073.739,6057824.738,10.875,7.869,2.356,"echo",0.08563
"7690",1843074.573,6057824.341,10.807,7.735,2.422,"echo",0.08765
"7691",1843075.343,6057824.229,10.851,7.845,2.356,"echo",0.0885
"7692",1843076.274,6057823.423,10.684,7.711,2.323,"echo",0.08818
"7693",1843077.214,6057823.222,11.015,7.943,2.422,"echo",0.08578
"7702",1843082.618,6057826.81,10.658,7.652,2.356,"echo",0.08473
"7703",1843083.256,6057827.863,10.715,7.742,2.323,"echo",0.0823
"7704",1843083.996,6057828.861,10.637,7.664,2.323,"echo",0.08372
"7705",1843084.529,6057829.599,10.747,7.774,2.323,"echo",0.08676
"7706",1843085.172,6057830.411,10.771,7.765,2.356,"echo",0.08916
"7737",1843097.214,6057822.765,10.649,7.741,2.258,"echo",0.08928
"7744",1843105.146,6057822.939,10.684,7.58,2.454,"echo",0.08335
"7745",1843106.369,6057822.875,10.605,7.73,2.225,"echo",0.08485
"7746",1843107.57,6057822.485,10.456,7.581,2.225,"echo",0.08743
"7749",1843112.501,6057823.175,10.23,7.421,2.159,"echo",0.08967
"7751",1843115.959,6057824.185,10.504,7.695,2.159,"echo",0.08824
