"Point","North_cor","East_cor","BedSE","WaterSE","Depth_cor","Code","VertPrec"
"1080",1841955.293,6056945.876,11.889,7.735,3.504,"echo",0.06451
"1081",1841955.522,6056943.713,11.65,7.758,3.242,"echo",0.0569
"1082",1841954.982,6056941.63,11.404,7.742,3.012,"echo",0.05594
"1083",1841954.691,6056939.64,11.437,7.742,3.045,"echo",0.05392
"1084",1841955.05,6056937.124,11.459,7.764,3.045,"echo",0.05371
"1085",1841955.222,6056934.985,11.604,7.811,3.143,"echo",0.05206
"1086",1841954.787,6056932.925,11.398,7.736,3.012,"echo",0.05316
"1087",1841955.034,6056930.608,11.314,7.717,2.947,"echo",0.05449
"1088",1841955.772,6056928.347,11.455,7.793,3.012,"echo",0.05398
"1089",1841955.906,6056926.145,11.344,7.78,2.914,"echo",0.05523
"1090",1841955.934,6056924.101,11.246,7.748,2.848,"echo",0.05599
"1091",1841957.002,6056921.652,11.331,7.767,2.914,"echo",0.05537
"1092",1841957.984,6056919.637,11.406,7.809,2.947,"echo",0.05551
"1093",1841958.249,6056917.344,11.253,7.755,2.848,"echo",0.05678
"1094",1841959.067,6056915.227,11.25,7.752,2.848,"echo",0.05764
"1095",1841960.542,6056913.073,11.382,7.785,2.947,"echo",0.05822
"1096",1841961.65,6056910.99,11.383,7.819,2.914,"echo",0.05173
"1097",1841962.34,6056908.771,11.279,7.781,2.848,"echo",0.03049
"1098",1841963.78,6056906.643,11.322,7.758,2.914,"echo",0.03047
"1099",1841965.407,6056904.855,11.375,7.811,2.914,"echo",0.03046
"1100",1841966.638,6056902.815,11.402,7.838,2.914,"echo",0.03046
"1103",1841971.088,6056897.366,11.433,7.836,2.947,"echo",0.03045
"1104",1841972.082,6056895.209,11.284,7.786,2.848,"echo",0.03044
"1105",1841973.234,6056893.39,11.276,7.778,2.848,"echo",0.03043
"1106",1841974.913,6056891.632,11.059,7.79,2.619,"echo",0.03043
"1107",1841976.313,6056890.06,11.285,7.787,2.848,"echo",0.03042
"1108",1841977.329,6056888.705,11.593,7.8,3.143,"echo",0.03042
"1109",1841978.569,6056887.393,11.993,7.806,3.537,"echo",0.03041
"1110",1841979.419,6056885.798,11.855,7.799,3.406,"echo",0.03041
"1111",1841980.477,6056884.106,11.564,7.771,3.143,"echo",0.0304
"1112",1841982.035,6056882.413,11.513,7.818,3.045,"echo",0.03039
"1113",1841983.536,6056880.721,11.37,7.773,2.947,"echo",0.03039
"1114",1841985.51,6056879.197,11.351,7.787,2.914,"echo",0.03059
"1115",1841987.139,6056877.649,11.431,7.834,2.947,"echo",0.0305
"1116",1841988.326,6056875.838,11.365,7.801,2.914,"echo",0.03051
"1117",1841990.086,6056874.242,11.301,7.803,2.848,"echo",0.03038
"1118",1841991.677,6056872.709,11.394,7.83,2.914,"echo",0.03037
"1119",1841992.786,6056870.827,11.36,7.796,2.914,"echo",0.03037
"1120",1841994.428,6056869.128,11.275,7.777,2.848,"echo",0.03037
"1121",1841996.408,6056867.618,11.36,7.796,2.914,"echo",0.03036
"1122",1841997.997,6056866.058,11.443,7.846,2.947,"echo",0.03036
"1123",1841999.235,6056864.36,11.464,7.802,3.012,"echo",0.03057
"1124",1842001.366,6056862.84,11.467,7.805,3.012,"echo",0.03035
"1125",1842003.294,6056861.498,11.499,7.837,3.012,"echo",0.03035
"1126",1842004.694,6056859.723,11.362,7.765,2.947,"echo",0.03057
"1127",1842006.298,6056858.21,11.386,7.789,2.947,"echo",0.03035
"1128",1842008.19,6056856.925,11.529,7.834,3.045,"echo",0.03035
"1129",1842009.425,6056855.081,11.45,7.788,3.012,"echo",0.03054
"1131",1842012.828,6056851.937,11.456,7.794,3.012,"echo",0.03033
"1132",1842014.496,6056850.54,11.456,7.794,3.012,"echo",0.03032
"1133",1842016.051,6056849.385,11.542,7.847,3.045,"echo",0.03032
"1134",1842016.92,6056847.577,11.384,7.787,2.947,"echo",0.03032
"1135",1842017.782,6056846.147,11.504,7.842,3.012,"echo",0.03031
"1136",1842017.9,6056844.539,11.374,7.777,2.947,"echo",0.03031
"1137",1842018.109,6056843.362,11.346,7.848,2.848,"echo",0.03031
"1138",1842017.807,6056842.383,11.214,7.814,2.75,"echo",0.03031
"1139",1842017.558,6056841.641,11.114,7.813,2.651,"echo",0.03031
"1140",1842017.463,6056841.019,11.091,7.822,2.619,"echo",0.0303
"1141",1842017.717,6056841.049,11.117,7.816,2.651,"echo",0.03029
"1142",1842018.308,6056841.108,11.242,7.842,2.75,"echo",0.03029
"1143",1842018.622,6056841.978,11.185,7.785,2.75,"echo",0.03028
"1144",1842018.885,6056842.373,11.256,7.791,2.815,"echo",0.0306
"1145",1842018.081,6056842.039,11.193,7.793,2.75,"echo",0.03027
"1146",1842017.289,6056842.199,11.035,7.734,2.651,"echo",0.03026
"1147",1842015.937,6056841.954,10.954,7.751,2.553,"echo",0.03259
"1148",1842014.455,6056841.416,11.041,7.838,2.553,"echo",0.03027
"1149",1842013.128,6056841.119,10.975,7.805,2.52,"echo",0.0304
"1150",1842012.013,6056841.242,10.706,7.733,2.323,"echo",0.03025
"1151",1842011.259,6056841.227,10.792,7.819,2.323,"echo",0.03047
"1152",1842010.561,6056841.797,10.793,7.82,2.323,"echo",0.0304
"1153",1842010.001,6056842.371,10.917,7.845,2.422,"echo",0.03025
"1154",1842009.689,6056843.441,10.902,7.798,2.454,"echo",0.03025
"1155",1842009.506,6056844.184,10.922,7.818,2.454,"echo",0.03024
"1156",1842009.735,6056845.138,10.973,7.803,2.52,"echo",0.03024
"1157",1842009.85,6056845.804,11.131,7.862,2.619,"echo",0.03046
"1158",1842010.674,6056846.522,11.097,7.796,2.651,"echo",0.03035
"1159",1842011.181,6056847.057,11.306,7.841,2.815,"echo",0.03054
"1160",1842011.995,6056847.452,11.344,7.78,2.914,"echo",0.03022
"1161",1842012.623,6056848.451,11.352,7.788,2.914,"echo",0.03021
"1162",1842013.208,6056850.159,11.373,7.809,2.914,"echo",0.03022
"1163",1842013.562,6056851.649,11.608,7.815,3.143,"echo",0.03022
"1164",1842013.643,6056852.892,11.594,7.801,3.143,"echo",0.03082
"1165",1842013.27,6056854.427,11.741,7.784,3.307,"echo",0.03046
"1166",1842013.599,6056855.759,11.754,7.797,3.307,"echo",0.03058
"1167",1842014.023,6056857.137,11.71,7.818,3.242,"echo",0.03054
"1168",1842013.999,6056858.559,11.22,7.82,2.75,"echo",0.03023
"1169",1842013.305,6056859.266,11.348,7.85,2.848,"echo",0.03022
"1170",1842012.758,6056859.705,11.283,7.818,2.815,"echo",0.03022
"1171",1842012.08,6056860.007,11.195,7.795,2.75,"echo",0.03022
"1172",1842011.85,6056861.02,11.071,7.77,2.651,"echo",0.03022
"1173",1842010.714,6056861.776,11.172,7.805,2.717,"echo",0.03041
"1174",1842009.333,6056862.27,11.195,7.795,2.75,"echo",0.03021
"1175",1842008.363,6056862.185,11.334,7.836,2.848,"echo",0.03021
"1176",1842007.742,6056862.504,11.274,7.776,2.848,"echo",0.0302
"1177",1842006.532,6056862.694,11.232,7.767,2.815,"echo",0.0302
"1178",1842005.429,6056862.82,11.277,7.779,2.848,"echo",0.0302
"1179",1842004.034,6056862.428,11.405,7.808,2.947,"echo",0.03019
"1180",1842002.732,6056862.338,11.398,7.801,2.947,"echo",0.03019
"1181",1842001.285,6056862.541,11.38,7.783,2.947,"echo",0.03019
"1182",1841999.58,6056861.594,11.426,7.764,3.012,"echo",0.03018
"1183",1841998.15,6056860.676,11.354,7.79,2.914,"echo",0.03064
"1184",1841997.418,6056859.68,11.23,7.83,2.75,"echo",0.03019
"1186",1841997.405,6056858.117,11.009,7.806,2.553,"echo",0.03018
"1188",1841996.038,6056856.611,10.747,7.774,2.323,"echo",0.03017
"1189",1841995.646,6056855.401,10.658,7.849,2.159,"echo",0.03017
"1190",1841995.452,6056854.351,10.527,7.816,2.061,"echo",0.03049
"1191",1841996.21,6056853.692,10.62,7.844,2.126,"echo",0.03016
"1192",1841996.926,6056853.565,10.671,7.796,2.225,"echo",0.03016
"1194",1841998.295,6056854.969,10.963,7.859,2.454,"echo",0.03014
"1195",1841998.461,6056856.059,11.034,7.831,2.553,"echo",0.03015
"1196",1841998.183,6056857.031,11.161,7.794,2.717,"echo",0.03014
"1198",1841998.205,6056859.849,11.378,7.814,2.914,"echo",0.03014
"1199",1841998.067,6056860.774,11.517,7.855,3.012,"echo",0.03013
"1200",1841999.003,6056861.074,11.4,7.803,2.947,"echo",0.03014
"1201",1841999.752,6056862.412,11.437,7.775,3.012,"echo",0.03013
"1202",1842000.308,6056864.046,11.412,7.815,2.947,"echo",0.03013
"1203",1842000.818,6056865.428,11.368,7.804,2.914,"echo",0.03036
"1204",1842001.059,6056866.651,11.365,7.801,2.914,"echo",0.03035
"1205",1842000.981,6056867.615,11.376,7.812,2.914,"echo",0.03012
"1206",1842000.657,6056868.484,11.431,7.834,2.947,"echo",0.03033
"1207",1842001.009,6056869.616,11.553,7.792,3.111,"echo",0.03048
"1208",1842001.059,6056871.063,11.505,7.81,3.045,"echo",0.03034
"1209",1842000.28,6056872.574,11.385,7.821,2.914,"echo",0.03011
"1210",1841999.621,6056873.614,11.61,7.817,3.143,"echo",0.03011
"1211",1841999.058,6056874.291,11.479,7.784,3.045,"echo",0.03032
"1212",1841998.147,6056874.581,11.308,7.81,2.848,"echo",0.03011
"1213",1841997.485,6056875.591,11.547,7.786,3.111,"echo",0.03011
"1214",1841996.952,6056877.011,11.538,7.745,3.143,"echo",0.03042
"1215",1841996.349,6056878.249,11.411,7.814,2.947,"echo",0.03041
"1216",1841996.032,6056879.856,11.383,7.786,2.947,"echo",0.03009
"1217",1841995.862,6056881.162,11.177,7.777,2.75,"echo",0.03009
"1218",1841995.572,6056882.407,11.136,7.769,2.717,"echo",0.03009
"1219",1841994.776,6056883.786,10.849,7.745,2.454,"echo",0.03009
"1220",1841993.928,6056884.816,11.187,7.787,2.75,"echo",0.03008
"1221",1841993.045,6056885.78,11.161,7.761,2.75,"echo",0.03022
"1222",1841991.782,6056886.594,11.171,7.771,2.75,"echo",0.03007
"1223",1841990.988,6056887.702,11.161,7.761,2.75,"echo",0.03027
"1224",1841989.204,6056888.454,11.385,7.788,2.947,"echo",0.03006
"1225",1841987.666,6056888.931,11.647,7.788,3.209,"echo",0.03006
"1226",1841986.691,6056888.619,11.831,7.775,3.406,"echo",0.03005
"1227",1841986.319,6056888.344,11.76,7.77,3.34,"echo",0.03007
"1228",1841985.849,6056887.399,11.372,7.775,2.947,"echo",0.03033
"1229",1841985.542,6056886.877,11.458,7.796,3.012,"echo",0.03004
"1230",1841984.604,6056886.968,11.456,7.761,3.045,"echo",0.03037
"1231",1841983.889,6056885.303,11.455,7.793,3.012,"echo",0.03004
"1232",1841983.397,6056883.754,11.606,7.845,3.111,"echo",0.03004
"1233",1841982.479,6056882.477,11.463,7.801,3.012,"echo",0.03004
"1234",1841981.777,6056880.888,11.494,7.832,3.012,"echo",0.03003
"1235",1841981.696,6056878.928,11.25,7.785,2.815,"echo",0.03238
"1236",1841981.735,6056877.344,11.146,7.877,2.619,"echo",0.03002
"1237",1841981.212,6056875.738,10.943,7.773,2.52,"echo",0.03002
"1238",1841980.664,6056874.651,10.822,7.816,2.356,"echo",0.03001
"1239",1841979.42,6056874.891,10.601,7.792,2.159,"echo",0.03001
"1240",1841978.639,6056875.66,10.603,7.794,2.159,"echo",0.03
"1241",1841978.557,6056877.012,10.823,7.85,2.323,"echo",0.03
"1242",1841978.539,6056878.354,10.908,7.836,2.422,"echo",0.02999
"1243",1841978.514,6056879.142,10.891,7.819,2.422,"echo",0.03032
"1244",1841977.635,6056879.021,10.881,7.809,2.422,"echo",0.02998
"1245",1841976.682,6056879.773,10.833,7.827,2.356,"echo",0.02998
"1246",1841975.874,6056880.554,10.863,7.857,2.356,"echo",0.02998
"1247",1841975.486,6056881.768,10.771,7.798,2.323,"echo",0.02997
"1248",1841975.205,6056882.581,10.965,7.861,2.454,"echo",0.02997
"1249",1841975.45,6056883.589,11.175,7.808,2.717,"echo",0.02996
"1250",1841975.48,6056884.355,11.443,7.846,2.947,"echo",0.02996
"1251",1841975.566,6056885.161,11.83,7.873,3.307,"echo",0.02996
"1252",1841976.073,6056885.874,11.721,7.829,3.242,"echo",0.02995
"1253",1841976.249,6056887.026,11.611,7.818,3.143,"echo",0.02995
"1254",1841976.866,6056887.962,11.521,7.826,3.045,"echo",0.02998
"1255",1841977.53,6056888.883,11.563,7.802,3.111,"echo",0.02995
"1256",1841978.14,6056890.536,11.356,7.792,2.914,"echo",0.02994
"1257",1841978.884,6056891.862,11.456,7.761,3.045,"echo",0.02994
"1258",1841979.494,6056893.091,11.549,7.756,3.143,"echo",0.02994
"1259",1841979.946,6056894.286,11.944,7.79,3.504,"echo",0.02993
"1260",1841980.145,6056895.394,11.458,7.796,3.012,"echo",0.02993
"1261",1841980.142,6056896.477,11.485,7.79,3.045,"echo",0.02992
"1262",1841979.947,6056897.444,11.495,7.8,3.045,"echo",0.02991
"1263",1841979.955,6056898.263,11.365,7.801,2.914,"echo",0.02991
"1264",1841980.488,6056899.066,11.06,7.759,2.651,"echo",0.0299
"1265",1841980.411,6056899.819,11.054,7.785,2.619,"echo",0.0299
"1266",1841979.944,6056900.308,11.072,7.803,2.619,"echo",0.02989
"1267",1841979.102,6056900.939,11.088,7.787,2.651,"echo",0.02988
"1268",1841978.381,6056901.437,11.116,7.815,2.651,"echo",0.02988
"1269",1841978.387,6056902.491,10.981,7.778,2.553,"echo",0.0299
"1270",1841977.855,6056903.561,10.899,7.729,2.52,"echo",0.02988
"1271",1841976.998,6056904.36,11,7.797,2.553,"echo",0.02987
"1273",1841975.186,6056904.805,11.089,7.788,2.651,"echo",0.02986
"1274",1841974.406,6056904.802,11.239,7.774,2.815,"echo",0.03017
"1275",1841973.91,6056904.849,11.268,7.803,2.815,"echo",0.02985
"1276",1841972.857,6056903.921,11.219,7.754,2.815,"echo",0.02985
"1277",1841971.911,6056903,11.394,7.797,2.947,"echo",0.02984
"1278",1841971.528,6056901.69,11.49,7.795,3.045,"echo",0.02986
"1279",1841971.596,6056900.531,11.445,7.783,3.012,"echo",0.02984
"1280",1841971.862,6056899.599,11.519,7.824,3.045,"echo",0.02983
"1281",1841971.401,6056899.211,11.598,7.837,3.111,"echo",0.02983
"1282",1841970.367,6056899.196,11.35,7.786,2.914,"echo",0.02983
"1283",1841969.417,6056898.3,11.271,7.773,2.848,"echo",0.02983
"1284",1841968.505,6056897.28,11.186,7.819,2.717,"echo",0.02984
"1285",1841966.978,6056896.785,10.882,7.778,2.454,"echo",0.02982
"1286",1841965.64,6056896.196,10.785,7.812,2.323,"echo",0.03013
"1287",1841964.355,6056895.487,10.816,7.843,2.323,"echo",0.03016
"1288",1841962.997,6056895.517,10.375,7.795,1.93,"echo",0.02982
"1289",1841962.643,6056896.099,10.361,7.781,1.93,"echo",0.02981
"1290",1841962.634,6056896.508,10.605,7.829,2.126,"echo",0.02981
"1291",1841962.778,6056897.21,10.609,7.8,2.159,"echo",0.02996
"1292",1841962.03,6056897.712,10.465,7.787,2.028,"echo",0.02996
"1293",1841960.57,6056898.116,10.441,7.829,1.962,"echo",0.02979
"1294",1841959.642,6056899.142,10.397,7.817,1.93,"echo",0.02979
"1296",1841957.248,6056901.126,10.158,7.775,1.733,"echo",0.02978
"1297",1841956.211,6056902.488,10.175,7.792,1.733,"echo",0.02978
"1298",1841955.415,6056903.864,10.277,7.796,1.831,"echo",0.02978
"1299",1841954.886,6056905.31,10.23,7.749,1.831,"echo",0.03038
"1300",1841953.277,6056906.619,10.214,7.799,1.765,"echo",0.03106
"1301",1841951.98,6056907.838,10.188,7.773,1.765,"echo",0.03002
"1302",1841950.346,6056908.76,10.622,7.813,2.159,"echo",0.02979
"1303",1841948.976,6056909.737,11.373,7.809,2.914,"echo",0.02981
"1304",1841947.971,6056911.321,10.81,7.804,2.356,"echo",0.02979
"1305",1841946.741,6056912.49,11.045,7.776,2.619,"echo",0.02999
"1306",1841945.421,6056913.459,11.17,7.803,2.717,"echo",0.02979
"1307",1841944.355,6056914.821,10.653,7.778,2.225,"echo",0.02979
"1308",1841943.369,6056916.068,10.646,7.771,2.225,"echo",0.02978
"1309",1841941.983,6056917.023,11.113,7.812,2.651,"echo",0.02997
"1310",1841940.8,6056918.15,10.716,7.808,2.258,"echo",0.02977
"1311",1841939.854,6056919.478,11.049,7.78,2.619,"echo",0.02976
"1312",1841938.436,6056920.521,10.675,7.8,2.225,"echo",0.02976
"1313",1841937.023,6056921.355,10.571,7.795,2.126,"echo",0.02975
"1314",1841935.856,6056922.599,10.254,7.773,1.831,"echo",0.02992
"1315",1841934.586,6056923.623,10.148,7.765,1.733,"echo",0.02975
"1316",1841933.175,6056924.324,10.163,7.78,1.733,"echo",0.02974
"1317",1841931.972,6056925.472,10.392,7.78,1.962,"echo",0.0299
"1318",1841930.638,6056926.463,10.486,7.808,2.028,"echo",0.02974
"1319",1841928.754,6056926.942,10.411,7.799,1.962,"echo",0.0299
"1320",1841927.175,6056927.605,10.523,7.812,2.061,"echo",0.02973
"1321",1841925.752,6056928.654,10.533,7.757,2.126,"echo",0.02973
"1322",1841923.974,6056929.076,10.515,7.804,2.061,"echo",0.02995
"1323",1841922.341,6056929.447,10.712,7.837,2.225,"echo",0.03228
"1324",1841920.751,6056930.469,10.567,7.758,2.159,"echo",0.02972
"1325",1841919.023,6056931.036,10.568,7.759,2.159,"echo",0.02993
"1326",1841917.221,6056931.29,10.568,7.792,2.126,"echo",0.02971
"1327",1841915.483,6056932.125,10.483,7.805,2.028,"echo",0.02971
"1328",1841913.87,6056932.868,10.476,7.798,2.028,"echo",0.02993
"1329",1841911.73,6056933.009,10.453,7.775,2.028,"echo",0.0297
"1330",1841909.909,6056933.048,10.487,7.809,2.028,"echo",0.0297
"1331",1841908.165,6056933.72,10.474,7.796,2.028,"echo",0.02986
"1332",1841906.407,6056933.986,10.39,7.778,1.962,"echo",0.0297
"1333",1841904.37,6056933.519,10.449,7.771,2.028,"echo",0.02969
"1334",1841902.639,6056933.248,10.586,7.81,2.126,"echo",0.02969
"1335",1841900.776,6056933.572,10.474,7.763,2.061,"echo",0.02969
"1336",1841899.043,6056933.402,10.599,7.79,2.159,"echo",0.02985
"1337",1841897.422,6056932.961,10.692,7.784,2.258,"echo",0.02968
"1338",1841895.773,6056932.946,11.04,7.771,2.619,"echo",0.02968
"1339",1841894.147,6056932.691,11.171,7.804,2.717,"echo",0.02967
"1340",1841892.442,6056931.679,11.092,7.823,2.619,"echo",0.02967
"1341",1841891.026,6056930.936,11.077,7.808,2.619,"echo",0.02967
"1342",1841889.387,6056930.64,11.154,7.754,2.75,"echo",0.02967
"1343",1841887.941,6056929.844,11.131,7.764,2.717,"echo",0.02966
"1344",1841886.704,6056928.846,10.999,7.796,2.553,"echo",0.02966
"1345",1841885.224,6056928.237,11.013,7.81,2.553,"echo",0.02965
"1346",1841883.949,6056927.638,11.174,7.807,2.717,"echo",0.02966
"1347",1841882.496,6056927.358,11.449,7.787,3.012,"echo",0.02965
"1348",1841881.18,6056927.033,11.552,7.791,3.111,"echo",0.02965
"1349",1841879.747,6056925.955,11.276,7.778,2.848,"echo",0.02965
"1350",1841878.463,6056925.031,11.192,7.825,2.717,"echo",0.02964
"1351",1841876.949,6056924.496,11.24,7.775,2.815,"echo",0.02964
"1352",1841875.505,6056923.528,11.059,7.758,2.651,"echo",0.02984
"1353",1841874.122,6056922.5,10.795,7.822,2.323,"echo",0.02964
"1354",1841872.749,6056921.864,10.395,7.783,1.962,"echo",0.02963
"1355",1841871.783,6056921.788,10.58,7.771,2.159,"echo",0.02963
"1356",1841870.991,6056921.934,10.721,7.813,2.258,"echo",0.02985
"1357",1841870.226,6056922.453,10.87,7.798,2.422,"echo",0.02962
"1358",1841869.692,6056923.167,11.178,7.778,2.75,"echo",0.02962
"1359",1841869.074,6056923.705,11.465,7.803,3.012,"echo",0.02962
"1360",1841867.548,6056923.977,11.2,7.8,2.75,"echo",0.02961
"1361",1841866.174,6056924.321,10.987,7.817,2.52,"echo",0.02982
"1362",1841865.031,6056925.022,10.58,7.804,2.126,"echo",0.02985
"1363",1841864.255,6056926.063,10.469,7.791,2.028,"echo",0.0296
"1364",1841864.156,6056927.646,10.794,7.821,2.323,"echo",0.0296
"1365",1841864.262,6056928.86,10.779,7.806,2.323,"echo",0.0298
"1366",1841864.67,6056929.879,10.973,7.803,2.52,"echo",0.02989
"1367",1841865.655,6056930.711,11.407,7.843,2.914,"echo",0.02959
"1369",1841867.535,6056931.567,12.478,7.832,3.996,"echo",0.0298
"1370",1841868.476,6056932.177,12.718,7.776,4.292,"echo",0.02958
"1371",1841869.036,6056932.454,12.702,7.826,4.226,"echo",0.02958
"1372",1841869.196,6056932.591,12.731,7.855,4.226,"echo",0.02958
"1373",1841869.72,6056932.214,12.7,7.824,4.226,"echo",0.02958
"1374",1841870.187,6056931.868,12.815,7.775,4.39,"echo",0.02978
"1375",1841871.445,6056931.976,12.908,7.769,4.489,"echo",0.02958
"1376",1841873,6056932.28,12.981,7.81,4.521,"echo",0.02959
"1377",1841874.459,6056931.679,12.805,7.83,4.325,"echo",0.02987
"1378",1841875.865,6056931.215,12.858,7.818,4.39,"echo",0.02957
"1379",1841878.018,6056930.971,12.429,7.783,3.996,"echo",0.02978
"1380",1841879.918,6056930.742,12.693,7.817,4.226,"echo",0.02956
"1381",1841881.64,6056929.986,12.538,7.793,4.095,"echo",0.02956
"1382",1841883.213,6056929.293,12.068,7.815,3.603,"echo",0.02956
"1383",1841885.384,6056928.836,11.762,7.772,3.34,"echo",0.02955
"1384",1841887.315,6056928.455,10.964,7.794,2.52,"echo",0.02955
"1386",1841890.978,6056927.253,10.665,7.79,2.225,"echo",0.02954
"1387",1841893.396,6056927.059,10.333,7.819,1.864,"echo",0.02969
"1388",1841895.405,6056926.922,10.486,7.808,2.028,"echo",0.02972
"1389",1841897.304,6056926.525,11.05,7.847,2.553,"echo",0.02992
"1390",1841899.047,6056925.959,10.952,7.749,2.553,"echo",0.02977
"1391",1841901.148,6056925.858,12.194,7.81,3.734,"echo",0.02979
"1392",1841903.172,6056926.014,10.309,7.795,1.864,"echo",0.02981
"1393",1841905.083,6056925.933,12.709,7.833,4.226,"echo",0.02983
"1394",1841906.905,6056925.508,10.786,7.78,2.356,"echo",0.02985
"1395",1841908.936,6056925.444,10.567,7.758,2.159,"echo",0.02924
"1396",1841910.824,6056925.481,11.766,7.809,3.307,"echo",0.02942
"1397",1841912.739,6056924.964,12.506,7.761,4.095,"echo",0.02949
"1398",1841914.606,6056924.622,10.748,7.775,2.323,"echo",0.02927
"1399",1841916.919,6056924.726,10.322,7.808,1.864,"echo",0.02951
"1400",1841919.001,6056924.462,10.863,7.791,2.422,"echo",0.02951
"1401",1841920.926,6056923.988,11.432,7.77,3.012,"echo",0.02929
"1402",1841923.3,6056923.961,11.118,7.751,2.717,"echo",0.0293
"1403",1841925.45,6056923.981,10.19,7.807,1.733,"echo",0.02951
"1405",1841929.287,6056922.912,11.201,7.736,2.815,"echo",0.0296
"1406",1841931.358,6056922.674,10.266,7.785,1.831,"echo",0.02932
"1407",1841933.13,6056921.935,10.185,7.802,1.733,"echo",0.02932
"1408",1841934.598,6056921.076,10.27,7.789,1.831,"echo",0.02933
"1409",1841936.742,6056920.35,10.19,7.775,1.765,"echo",0.02933
"1410",1841938.687,6056919.712,10.769,7.796,2.323,"echo",0.02934
"1411",1841940.294,6056918.717,10.802,7.796,2.356,"echo",0.03169
"1412",1841942.26,6056917.807,10.76,7.754,2.356,"echo",0.02934
"1413",1841944.368,6056916.984,10.293,7.779,1.864,"echo",0.02955
"1414",1841945.827,6056915.536,10.268,7.787,1.831,"echo",0.02935
"1415",1841947.156,6056914.293,10.243,7.762,1.831,"echo",0.02935
"1416",1841948.978,6056912.993,10.306,7.792,1.864,"echo",0.02935
"1417",1841950.578,6056911.961,10.308,7.794,1.864,"echo",0.02935
"1418",1841952.311,6056910.945,10.376,7.764,1.962,"echo",0.02935
"1419",1841954.596,6056910.093,10.593,7.784,2.159,"echo",0.02955
"1420",1841956.627,6056909.445,10.762,7.789,2.323,"echo",0.02959
"1421",1841958.75,6056909.123,10.96,7.79,2.52,"echo",0.02957
"1422",1841960.605,6056908.703,11.226,7.826,2.75,"echo",0.02936
"1423",1841962.327,6056907.956,11.365,7.768,2.947,"echo",0.02936
"1424",1841964.347,6056907.717,11.426,7.764,3.012,"echo",0.02936
"1425",1841966.266,6056907.704,11.447,7.785,3.012,"echo",0.02936
"1426",1841967.931,6056907.882,11.448,7.786,3.012,"echo",0.02937
"1427",1841969.403,6056908.047,11.467,7.772,3.045,"echo",0.02957
"1428",1841970.702,6056908.3,11.349,7.785,2.914,"echo",0.02938
"1429",1841971.833,6056908.624,11.278,7.813,2.815,"echo",0.02938
"1430",1841972.738,6056909.024,11.174,7.807,2.717,"echo",0.02938
"1431",1841972.958,6056909.636,11.125,7.856,2.619,"echo",0.02967
"1432",1841972.934,6056909.867,11.003,7.8,2.553,"echo",0.02938
"1433",1841972.465,6056910.533,11.023,7.82,2.553,"echo",0.02939
"1434",1841971.846,6056911.126,10.993,7.823,2.52,"echo",0.02939
"1435",1841971.679,6056911.363,10.997,7.827,2.52,"echo",0.02994
"1436",1841972.154,6056912.097,10.488,7.777,2.061,"echo",0.02939
